request_id,vehicle_id,user_id,arrival_time,departure_time,battery_capacity_kwh,initial_soc,required_energy_kwh,max_charging_power_kw,charger_type,priority_category,scenario,request_timestamp,vehicle_type
REQ-11B6B06E,EV-005,EMP-005,2024-03-11T08:09:00,2024-03-11T10:42:38.566276,77,0.33,50.8,50,DC,standard,normal,2024-03-11T03:08:32.939449,VW ID.4
REQ-DBB88776,EV-047,EMP-047,2024-03-11T10:52:00,2024-03-11T14:41:18.710960,77,0.34,45.5,50,DC,standard,normal,2024-03-11T02:39:37.181040,Kia EV6
REQ-2C8E1713,EV-041,EMP-041,2024-03-11T14:28:00,2024-03-11T21:00:00,82,0.44,37.8,50,DC,standard,normal,2024-03-11T09:48:20.316811,Tesla Model Y
REQ-1321278A,EV-069,EMP-069,2024-03-11T09:21:00,2024-03-11T12:27:23.201853,77,0.72,16.0,50,DC,standard,normal,2024-03-11T07:16:04.794378,VW ID.4
REQ-DF115294,EV-013,EMP-013,2024-03-11T08:41:00,2024-03-11T10:56:30.800619,77,0.6,28.3,50,DC,standard,normal,2024-03-11T07:44:57.253816,VW ID.4
REQ-90122A07,EV-077,EMP-077,2024-03-11T08:31:00,2024-03-11T10:59:58.324119,77,0.34,29.5,50,DC,priority,normal,2024-03-10T23:08:56.550512,VW ID.4
REQ-3D737624,EV-007,EMP-007,2024-03-11T13:19:00,2024-03-11T18:05:57.181939,77,0.37,40.7,50,DC,priority,normal,2024-03-11T07:42:30.173414,Kia EV6
REQ-A2B6B3D8,EV-015,EMP-015,2024-03-11T08:29:00,2024-03-11T13:21:01.055002,77,0.45,27.7,50,DC,standard,normal,2024-03-11T02:35:22.753952,Kia EV6
REQ-D7CC52A6,EV-048,EMP-048,2024-03-11T13:44:00,2024-03-11T21:00:00,75,0.74,14.3,50,DC,standard,normal,2024-03-11T08:50:30.481225,Tesla Model 3
REQ-866F71F3,EV-055,EMP-055,2024-03-11T10:55:00,2024-03-11T18:32:36.063469,77,0.62,16.7,50,DC,standard,normal,2024-03-11T03:02:35.187901,Kia EV6
REQ-E10B5916,EV-019,EMP-019,2024-03-11T14:06:00,2024-03-11T16:22:09.922757,42,0.65,13.6,22,AC,priority,normal,2024-03-11T04:49:26.963226,BMW i3
REQ-4171C598,EV-010,EMP-010,2024-03-11T08:48:00,2024-03-11T11:24:18.413712,40,0.38,24.1,22,AC,standard,normal,2024-03-11T03:06:43.301205,Nissan Leaf
REQ-58846752,EV-072,EMP-072,2024-03-11T07:03:00,2024-03-11T08:56:57.935954,75,0.43,26.4,50,DC,priority,normal,2024-03-11T02:14:18.615321,Tesla Model 3
REQ-FAF1323A,EV-020,EMP-020,2024-03-11T08:51:00,2024-03-11T16:38:37.759766,77,0.52,33.1,50,DC,standard,normal,2024-03-11T05:03:03.192951,Hyundai Ioniq 5
REQ-9189109F,EV-048,EMP-048,2024-03-11T14:23:00,2024-03-11T16:55:27.402679,75,0.56,152.5,50,DC,standard,normal,2024-03-11T12:58:20.053069,Tesla Model 3
REQ-6662E8E0,EV-050,EMP-050,2024-03-11T08:40:00,2024-03-11T14:16:57.714627,40,0.57,13.1,22,AC,standard,normal,2024-03-11T04:51:12.594669,Nissan Leaf
REQ-A9227C86,EV-034,EMP-034,2024-03-11T07:05:00,2024-03-11T11:43:55.289681,40,0.62,11.1,22,AC,emergency,normal,2024-03-10T20:10:26.918934,Nissan Leaf
REQ-4A5D4DAE,EV-047,EMP-047,2024-03-11T09:01:00,2024-03-11T14:22:55.144716,77,0.26,32.6,50,DC,standard,normal,2024-03-11T01:26:46.883273,Kia EV6
REQ-2B49D088,EV-042,EMP-042,2024-03-11T07:49:00,2024-03-11T14:17:58.025147,40,0.16,33.2,22,AC,standard,normal,2024-03-11T01:16:01.138964,Nissan Leaf
REQ-E82B7232,EV-075,EMP-075,2024-03-11T10:58:00,2024-03-11T16:37:22.102715,42,0.35,20.1,22,AC,standard,normal,2024-03-10T23:11:04.967906,BMW i3
REQ-32F1D7A3,EV-017,EMP-017,2024-03-11T07:01:00,2024-03-11T14:25:50.040440,82,0.32,48.3,50,DC,standard,normal,2024-03-10T21:38:39.843112,Tesla Model Y
REQ-53F7A161,EV-058,EMP-058,2024-03-11T11:39:00,2024-03-11T13:28:57.063584,40,0.45,19.9,22,AC,standard,normal,2024-03-11T02:11:23.496630,Nissan Leaf
REQ-0CDBF797,EV-020,EMP-020,2024-03-11T10:23:00,2024-03-11T16:37:16.867889,77,0.63,15.1,50,DC,standard,normal,2024-03-11T04:37:12.065494,Hyundai Ioniq 5
REQ-9A777FF0,EV-032,EMP-032,2024-03-11T07:05:00,2024-03-11T10:04:45.685510,75,0.13,63.1,50,DC,standard,normal,2024-03-10T19:12:30.320125,Tesla Model 3
REQ-F00FEDEA,EV-054,EMP-054,2024-03-11T09:30:00,2024-03-11T16:38:58.854808,52,0.22,27.5,22,AC,priority,normal,2024-03-10T23:02:35.951329,Renault Zoe
REQ-04874532,EV-024,EMP-024,2024-03-11T07:14:00,2024-03-11T11:29:36.517706,75,0.68,20.9,50,DC,standard,normal,2024-03-11T02:17:12.906594,Tesla Model 3
REQ-18558417,EV-026,EMP-026,2024-03-11T16:29:00,2024-03-11T21:00:00,40,0.7,9.1,22,AC,standard,normal,2024-03-11T07:37:18.833172,Nissan Leaf
REQ-5AB1F656,EV-061,EMP-061,2024-03-11T08:12:00,2024-03-11T15:52:03.214548,77,0.45,28.0,50,DC,emergency,normal,2024-03-11T00:05:57.944232,VW ID.4
REQ-66A71693,EV-006,EMP-006,2024-03-11T08:12:00,2024-03-11T12:53:45.133968,52,0.55,124.0,22,AC,standard,normal,2024-03-10T21:41:40.460953,Renault Zoe
REQ-481E4829,EV-037,EMP-037,2024-03-11T10:59:00,2024-03-11T14:32:32.994722,77,0.74,19.5,50,DC,priority,normal,2024-03-11T03:09:06.980932,VW ID.4
REQ-E3A75C8D,EV-080,EMP-080,2024-03-11T10:36:00,2024-03-11T17:11:44.086411,75,0.72,12.0,50,DC,standard,normal,2024-03-11T01:06:53.684453,Tesla Model 3
REQ-4C95180D,EV-080,EMP-080,2024-03-11T07:08:00,2024-03-11T14:28:19.915085,75,0.34,34.2,50,DC,standard,normal,2024-03-10T23:40:29.074085,Tesla Model 3
REQ-B139766E,EV-006,EMP-006,2024-03-11T12:53:00,2024-03-11T17:10:24.361219,52,0.6,16.4,22,AC,standard,normal,2024-03-11T07:48:21.390498,Renault Zoe
REQ-FB5D868B,EV-018,EMP-018,2024-03-11T11:29:00,2024-03-11T13:50:03.112540,40,0.58,12.6,22,AC,standard,normal,2024-03-11T04:31:26.749775,Nissan Leaf
REQ-23E69BBC,EV-022,EMP-022,2024-03-11T07:31:00,2024-03-11T12:21:49.374035,52,0.75,8.4,22,AC,standard,normal,2024-03-11T01:22:04.311916,Renault Zoe
REQ-6266E3D1,EV-075,EMP-075,2024-03-11T08:42:00,2024-03-11T13:35:25.152502,42,0.68,9.7,22,AC,standard,normal,2024-03-11T00:21:28.128626,BMW i3
REQ-D6B7785F,EV-071,EMP-071,2024-03-11T13:38:00,2024-03-11T17:44:20.482958,77,0.14,51.1,50,DC,standard,normal,2024-03-11T03:20:33.611099,Kia EV6
REQ-BEB11BBC,EV-071,EMP-071,2024-03-11T12:51:00,2024-03-11T19:07:57.900609,77,0.62,22.1,50,DC,standard,normal,2024-03-11T10:02:19.412633,Kia EV6
REQ-9A224DBD,EV-030,EMP-030,2024-03-11T08:34:00,2024-03-11T10:15:49.668724,52,0.46,19.2,22,AC,standard,normal,2024-03-11T01:43:21.816935,Renault Zoe
REQ-3D4DAA1D,EV-013,EMP-013,2024-03-11T11:10:00,2024-03-11T14:59:10.849373,77,0.75,16.5,50,DC,standard,normal,2024-03-11T01:49:16.587614,VW ID.4
REQ-9202F40E,EV-067,EMP-067,2024-03-11T13:08:00,2024-03-11T21:00:00,42,0.52,14.6,22,AC,standard,normal,2024-03-11T08:40:17.088079,BMW i3
REQ-1157B2FF,EV-057,EMP-057,2024-03-11T14:33:00,2024-03-11T20:50:54.436093,82,0.22,62.9,50,DC,standard,normal,2024-03-11T03:34:36.511983,Tesla Model Y
REQ-24416F14,EV-049,EMP-049,2024-03-11T07:14:00,2024-03-11T09:52:51.417604,82,0.21,42.8,50,DC,standard,normal,2024-03-11T02:45:14.644391,Tesla Model Y
REQ-8E20BA07,EV-079,EMP-079,2024-03-11T17:41:00,2024-03-11T21:00:00,77,0.26,46.6,50,DC,standard,normal,2024-03-11T15:44:37.949782,Kia EV6
REQ-FD4C88C0,EV-053,EMP-053,2024-03-11T08:04:00,2024-03-11T13:20:09.474908,77,0.21,59.1,50,DC,standard,normal,2024-03-10T23:59:28.459042,VW ID.4
REQ-662932A8,EV-001,EMP-001,2024-03-11T12:12:00,2024-03-11T20:01:08.310111,82,0.47,469.1,50,DC,standard,normal,2024-03-11T11:10:37.881344,Tesla Model Y
REQ-BA6DC772,EV-066,EMP-066,2024-03-11T12:09:00,2024-03-11T18:32:00.509392,40,0.6,11.3,22,AC,standard,normal,2024-03-11T05:55:21.224310,Nissan Leaf
REQ-F7B9D7F8,EV-024,EMP-024,2024-03-11T11:34:00,2024-03-11T20:14:29.554589,75,0.41,39.9,50,DC,standard,normal,2024-03-11T07:38:46.237723,Tesla Model 3
REQ-FF8CF58C,EV-054,EMP-054,2024-03-11T07:07:00,2024-03-11T11:54:49.348498,52,0.41,18.5,22,AC,priority,normal,2024-03-11T03:01:19.084531,Renault Zoe
REQ-48ED4D11,EV-076,EMP-076,2024-03-11T12:28:00,2024-03-11T20:25:20.988875,77,0.73,11.8,50,DC,standard,normal,2024-03-11T05:30:27.639668,Hyundai Ioniq 5
REQ-62BC77E2,EV-011,EMP-011,2024-03-11T07:55:00,2024-03-11T11:25:21.735210,42,0.26,17.0,22,AC,standard,normal,2024-03-11T02:59:56.196893,BMW i3
REQ-8B2B35D9,EV-010,EMP-010,2024-03-11T11:29:00,2024-03-11T19:28:23.302546,40,0.2,21.2,22,AC,standard,normal,2024-03-11T07:23:13.602276,Nissan Leaf
REQ-000FB0D1,EV-009,EMP-009,2024-03-11T11:59:00,2024-03-11T17:20:37.570659,82,0.42,321.6,50,DC,standard,normal,2024-03-11T00:36:47.361912,Tesla Model Y
REQ-77ACABD8,EV-045,EMP-045,2024-03-11T10:56:00,2024-03-11T14:02:48.899408,77,0.33,27.1,50,DC,standard,normal,2024-03-11T00:17:11.145678,VW ID.4
REQ-3811074F,EV-022,EMP-022,2024-03-11T11:56:00,2024-03-11T17:27:30.650231,52,0.65,13.0,22,AC,standard,normal,2024-03-11T03:04:01.166177,Renault Zoe
REQ-989DBCDA,EV-049,EMP-049,2024-03-11T11:43:00,2024-03-11T16:13:15.703767,82,0.47,26.0,50,DC,standard,normal,2024-03-11T10:22:15.785561,Tesla Model Y
REQ-4AFC356B,EV-022,EMP-022,2024-03-12T14:26:00,2024-03-12T18:54:10.615169,52,0.63,16.8,22,AC,standard,high_demand,2024-03-12T13:24:45.002167,Renault Zoe
REQ-64462EB3,EV-010,EMP-010,2024-03-12T07:07:00,2024-03-12T16:04:21.338833,40,0.71,6.2,22,AC,standard,high_demand,2024-03-12T06:15:06.176340,Nissan Leaf
REQ-FEC5F3FE,EV-055,EMP-055,2024-03-12T10:32:00,2024-03-12T17:46:37.347439,77,0.74,16.5,50,DC,standard,high_demand,2024-03-11T22:36:55.736819,Kia EV6
REQ-33D89CC5,EV-031,EMP-031,2024-03-12T10:44:00,2024-03-12T19:02:02.717411,77,0.34,42.8,50,DC,priority,high_demand,2024-03-12T04:01:52.969074,Kia EV6
REQ-946F5DAA,EV-079,EMP-079,2024-03-12T11:41:00,2024-03-12T14:31:18.787983,77,0.45,32.4,50,DC,standard,high_demand,2024-03-12T08:37:20.625059,Kia EV6
REQ-1A738FBE,EV-066,EMP-066,2024-03-12T07:02:00,2024-03-12T10:46:15.800695,40,0.54,14.2,22,AC,standard,high_demand,2024-03-11T21:03:52.877893,Nissan Leaf
REQ-E115B486,EV-077,EMP-077,2024-03-12T07:41:00,2024-03-12T11:15:02.542650,77,0.71,19.3,50,DC,priority,high_demand,2024-03-11T21:52:27.603201,VW ID.4
REQ-D24A1831,EV-065,EMP-065,2024-03-12T10:31:00,2024-03-12T18:38:41.428790,82,0.11,44.0,50,DC,priority,high_demand,2024-03-12T09:37:49.942184,Tesla Model Y
REQ-34AE317D,EV-024,EMP-024,2024-03-12T10:24:00,2024-03-12T12:15:54.260674,75,0.58,22.1,50,DC,standard,high_demand,2024-03-12T07:24:05.054699,Tesla Model 3
REQ-FFA0DA01,EV-024,EMP-024,2024-03-12T13:06:00,2024-03-12T18:22:45.187921,75,0.29,48.3,50,DC,standard,high_demand,2024-03-12T08:55:57.386970,Tesla Model 3
REQ-97581753,EV-058,EMP-058,2024-03-12T10:20:00,2024-03-12T14:14:17.958116,40,0.3,16.0,22,AC,standard,high_demand,2024-03-12T07:17:28.830546,Nissan Leaf
REQ-9D7142EC,EV-028,EMP-028,2024-03-12T07:07:00,2024-03-12T15:43:50.046886,77,0.67,24.3,50,DC,standard,high_demand,2024-03-12T01:42:13.895893,Hyundai Ioniq 5
REQ-55C4DBFF,EV-036,EMP-036,2024-03-12T10:56:00,2024-03-12T19:29:42.833065,77,0.54,31.6,50,DC,standard,high_demand,2024-03-12T05:38:44.160176,Hyundai Ioniq 5
REQ-FE456AA8,EV-021,EMP-021,2024-03-12T07:45:00,2024-03-12T14:54:29.234625,77,0.41,42.0,50,DC,priority,high_demand,2024-03-11T23:06:46.320584,VW ID.4
REQ-47CEA814,EV-039,EMP-039,2024-03-12T14:49:00,2024-03-12T20:32:04.420639,77,0.73,16.2,50,DC,priority,high_demand,2024-03-12T11:31:25.657434,Kia EV6
REQ-E27D555A,EV-017,EMP-017,2024-03-12T08:17:00,2024-03-12T16:42:00.104822,82,0.65,15.7,50,DC,standard,high_demand,2024-03-12T05:35:34.060997,Tesla Model Y
REQ-026B157D,EV-044,EMP-044,2024-03-12T08:20:00,2024-03-12T14:21:18.895215,77,0.67,15.1,50,DC,standard,high_demand,2024-03-11T23:30:13.763070,Hyundai Ioniq 5
REQ-30EAD4AF,EV-075,EMP-075,2024-03-12T09:57:00,2024-03-12T17:58:15.793991,42,0.32,211.8,22,AC,standard,high_demand,2024-03-11T22:40:21.585803,BMW i3
REQ-A863ED4B,EV-056,EMP-056,2024-03-12T15:21:00,2024-03-12T21:00:00,75,0.41,27.5,50,DC,standard,high_demand,2024-03-12T12:29:53.155881,Tesla Model 3
REQ-BCDF5166,EV-011,EMP-011,2024-03-12T14:06:00,2024-03-12T21:00:00,42,0.35,20.9,22,AC,standard,high_demand,2024-03-12T10:35:31.348626,BMW i3
REQ-A99A260D,EV-050,EMP-050,2024-03-12T09:59:00,2024-03-12T12:13:22.422252,40,0.74,7.6,22,AC,standard,high_demand,2024-03-11T22:58:06.717346,Nissan Leaf
REQ-590E4A87,EV-047,EMP-047,2024-03-12T09:49:00,2024-03-12T15:32:08.167642,77,0.24,33.5,50,DC,standard,high_demand,2024-03-11T22:34:01.008438,Kia EV6
REQ-1AFFD820,EV-020,EMP-020,2024-03-12T09:50:00,2024-03-12T12:28:35.108075,77,0.31,36.7,50,DC,standard,high_demand,2024-03-12T03:35:28.918630,Hyundai Ioniq 5
REQ-9DBD008D,EV-054,EMP-054,2024-03-12T12:22:00,2024-03-12T15:47:47.822456,52,0.63,18.9,22,AC,priority,high_demand,2024-03-12T06:13:29.342881,Renault Zoe
REQ-17272D13,EV-043,EMP-043,2024-03-12T08:35:00,2024-03-12T11:21:10.174193,42,0.57,13.4,22,AC,standard,high_demand,2024-03-12T01:50:55.534188,BMW i3
REQ-8C11A3D0,EV-052,EMP-052,2024-03-12T11:07:00,2024-03-12T12:52:13.241443,77,0.65,26.2,50,DC,standard,high_demand,2024-03-12T01:49:36.371876,Hyundai Ioniq 5
REQ-44A2B3E2,EV-005,EMP-005,2024-03-12T10:41:00,2024-03-12T13:55:08.701586,77,0.56,17.1,50,DC,standard,high_demand,2024-03-12T05:53:29.491323,VW ID.4
REQ-F8FE1A15,EV-034,EMP-034,2024-03-12T12:20:00,2024-03-12T18:27:26.022749,40,0.41,161.7,22,AC,emergency,high_demand,2024-03-12T05:29:21.956578,Nissan Leaf
REQ-AED23965,EV-058,EMP-058,2024-03-12T08:03:00,2024-03-12T11:36:37.999904,40,0.74,5.3,22,AC,standard,high_demand,2024-03-11T23:47:55.035782,Nissan Leaf
REQ-7A417671,EV-009,EMP-009,2024-03-12T14:49:00,2024-03-12T17:07:09.443575,82,0.16,39.6,50,DC,standard,high_demand,2024-03-12T08:15:44.722204,Tesla Model Y
REQ-43AB0C7B,EV-062,EMP-062,2024-03-12T13:32:00,2024-03-12T18:00:36.203407,52,0.34,24.1,22,AC,standard,high_demand,2024-03-12T01:38:44.352490,Renault Zoe
REQ-F5AEB2E6,EV-001,EMP-001,2024-03-12T08:22:00,2024-03-12T16:13:32.411755,82,0.52,36.6,50,DC,standard,high_demand,2024-03-12T06:47:29.079075,Tesla Model Y
REQ-BA03D70D,EV-045,EMP-045,2024-03-12T10:06:00,2024-03-12T12:01:15.103356,77,0.11,40.1,50,DC,standard,high_demand,2024-03-12T04:36:36.140408,VW ID.4
REQ-9AC22D33,EV-075,EMP-075,2024-03-12T12:07:00,2024-03-12T20:03:04.928461,42,0.16,209.5,22,AC,standard,high_demand,2024-03-12T09:11:07.333886,BMW i3
REQ-E4A4763E,EV-033,EMP-033,2024-03-12T14:46:00,2024-03-12T19:49:58.507766,82,0.13,38.3,50,DC,standard,high_demand,2024-03-12T03:55:28.497654,Tesla Model Y
REQ-90DB0802,EV-075,EMP-075,2024-03-12T09:03:00,2024-03-12T17:30:56.691754,42,0.3,28.8,22,AC,standard,high_demand,2024-03-11T23:53:56.664948,BMW i3
REQ-DB65D96B,EV-071,EMP-071,2024-03-12T11:47:00,2024-03-12T13:51:37.312269,77,0.21,37.7,50,DC,standard,high_demand,2024-03-12T06:48:28.916455,Kia EV6
REQ-ED394615,EV-039,EMP-039,2024-03-12T13:39:00,2024-03-12T20:49:01.450142,77,0.19,62.0,50,DC,priority,high_demand,2024-03-12T07:23:27.175942,Kia EV6
REQ-4158DD91,EV-016,EMP-016,2024-03-12T15:09:00,2024-03-12T19:55:41.382827,75,0.65,17.6,50,DC,standard,high_demand,2024-03-12T03:40:08.862368,Tesla Model 3
REQ-3D199171,EV-078,EMP-078,2024-03-12T10:32:00,2024-03-12T12:15:19.892792,52,0.28,37.3,22,AC,standard,high_demand,2024-03-12T05:56:29.416415,Renault Zoe
REQ-956E0168,EV-026,EMP-026,2024-03-12T16:17:00,2024-03-12T21:00:00,40,0.53,10.2,22,AC,standard,high_demand,2024-03-12T06:36:20.515805,Nissan Leaf
REQ-DCC290B5,EV-052,EMP-052,2024-03-12T11:09:00,2024-03-12T13:48:23.966024,77,0.56,27.7,50,DC,standard,high_demand,2024-03-12T07:00:29.521333,Hyundai Ioniq 5
REQ-589B4E6C,EV-073,EMP-073,2024-03-12T07:00:00,2024-03-12T10:48:43.221289,82,0.33,34.9,50,DC,priority,high_demand,2024-03-12T04:20:41.980162,Tesla Model Y
REQ-4AE77790,EV-008,EMP-008,2024-03-12T10:06:00,2024-03-12T14:39:37.192727,75,0.12,44.7,50,DC,standard,high_demand,2024-03-12T02:43:20.986771,Tesla Model 3
REQ-AFF81158,EV-046,EMP-046,2024-03-12T07:46:00,2024-03-12T11:27:19.878485,52,0.35,18.3,22,AC,standard,high_demand,2024-03-11T20:51:24.406423,Renault Zoe
REQ-2C4E9CCA,EV-043,EMP-043,2024-03-12T16:42:00,2024-03-12T19:28:18.738932,42,0.35,15.5,22,AC,standard,high_demand,2024-03-12T10:31:44.668792,BMW i3
REQ-7E559223,EV-058,EMP-058,2024-03-12T07:52:00,2024-03-12T12:31:29.763174,40,0.41,12.7,22,AC,standard,high_demand,2024-03-12T04:31:51.171170,Nissan Leaf
REQ-BE90343F,EV-075,EMP-075,2024-03-12T12:11:00,2024-03-12T15:08:59.802072,42,0.17,22.7,22,AC,standard,high_demand,2024-03-12T07:51:46.207286,BMW i3
REQ-8EB6ED29,EV-074,EMP-074,2024-03-12T12:36:00,2024-03-12T16:34:17.626340,40,0.32,24.7,22,AC,standard,high_demand,2024-03-12T00:53:47.069413,Nissan Leaf
REQ-176A2929,EV-015,EMP-015,2024-03-12T07:38:00,2024-03-12T16:14:16.530894,77,0.23,39.0,50,DC,standard,high_demand,2024-03-11T19:59:34.775820,Kia EV6
REQ-F2111074,EV-071,EMP-071,2024-03-12T08:23:00,2024-03-12T13:33:57.197448,77,0.47,25.4,50,DC,standard,high_demand,2024-03-11T22:29:37.127061,Kia EV6
REQ-B84D4D43,EV-015,EMP-015,2024-03-12T09:13:00,2024-03-12T14:56:43.963733,77,0.48,30.9,50,DC,standard,high_demand,2024-03-12T02:23:25.894900,Kia EV6
REQ-B425C2BA,EV-074,EMP-074,2024-03-12T16:23:00,2024-03-12T21:00:00,40,0.38,16.0,22,AC,standard,high_demand,2024-03-12T06:27:54.825485,Nissan Leaf
REQ-02EA0C41,EV-080,EMP-080,2024-03-12T11:49:00,2024-03-12T17:03:41.186813,75,0.51,22.8,50,DC,standard,high_demand,2024-03-12T03:05:29.213400,Tesla Model 3
REQ-C2B79579,EV-032,EMP-032,2024-03-12T11:08:00,2024-03-12T20:03:48.916590,75,0.41,31.0,50,DC,standard,high_demand,2024-03-12T00:02:55.763563,Tesla Model 3
REQ-A2B2C7BB,EV-040,EMP-040,2024-03-12T12:05:00,2024-03-12T19:30:49.464760,75,0.33,47.6,50,DC,standard,high_demand,2024-03-12T04:14:39.332806,Tesla Model 3
REQ-73538F2C,EV-075,EMP-075,2024-03-12T08:32:00,2024-03-12T14:57:55.244404,42,0.33,169.8,22,AC,standard,high_demand,2024-03-11T20:43:18.620274,BMW i3
REQ-7B017BD7,EV-077,EMP-077,2024-03-12T11:47:00,2024-03-12T18:55:42.434999,77,0.73,428.7,50,DC,priority,high_demand,2024-03-12T08:18:28.231465,VW ID.4
REQ-747FDA91,EV-075,EMP-075,2024-03-12T10:02:00,2024-03-12T15:53:13.993979,42,0.47,16.1,22,AC,standard,high_demand,2024-03-12T00:39:05.031576,BMW i3
REQ-B40D00B0,EV-071,EMP-071,2024-03-12T10:00:00,2024-03-12T14:05:14.119465,77,0.12,37.4,50,DC,standard,high_demand,2024-03-11T22:26:24.466361,Kia EV6
REQ-F2246D3A,EV-001,EMP-001,2024-03-12T08:52:00,2024-03-12T11:25:45.229774,82,0.3,41.8,50,DC,standard,high_demand,2024-03-12T02:48:46.863651,Tesla Model Y
REQ-ED9FA16C,EV-046,EMP-046,2024-03-12T09:52:00,2024-03-12T16:35:32.608169,52,0.31,23.3,22,AC,standard,high_demand,2024-03-12T08:02:35.469959,Renault Zoe
REQ-87A1793A,EV-009,EMP-009,2024-03-12T14:17:00,2024-03-12T20:51:42.761988,82,0.21,64.3,50,DC,standard,high_demand,2024-03-12T11:46:37.636161,Tesla Model Y
REQ-909EAE72,EV-079,EMP-079,2024-03-12T08:07:00,2024-03-12T16:48:18.490787,77,0.25,40.6,50,DC,standard,high_demand,2024-03-12T00:15:04.174506,Kia EV6
REQ-5B44248C,EV-023,EMP-023,2024-03-12T09:03:00,2024-03-12T15:09:20.887309,77,0.23,47.2,50,DC,standard,high_demand,2024-03-12T00:26:43.945499,Kia EV6
REQ-E8B4A368,EV-080,EMP-080,2024-03-12T08:30:00,2024-03-12T16:03:55.704293,75,0.14,35.5,50,DC,standard,high_demand,2024-03-12T05:50:59.862805,Tesla Model 3
REQ-2C3F7570,EV-044,EMP-044,2024-03-12T07:54:00,2024-03-12T11:22:03.541677,77,0.66,20.0,50,DC,standard,high_demand,2024-03-12T00:32:05.407668,Hyundai Ioniq 5
REQ-FEB75A3D,EV-040,EMP-040,2024-03-12T12:10:00,2024-03-12T16:16:33.965211,75,0.65,21.2,50,DC,standard,high_demand,2024-03-12T03:32:52.081857,Tesla Model 3
REQ-31D71CE2,EV-076,EMP-076,2024-03-12T08:13:00,2024-03-12T10:21:08.303153,77,0.19,34.9,50,DC,standard,high_demand,2024-03-12T05:36:41.956941,Hyundai Ioniq 5
REQ-A175B868,EV-069,EMP-069,2024-03-12T12:01:00,2024-03-12T16:39:12.455868,77,0.19,43.2,50,DC,standard,high_demand,2024-03-12T04:12:30.232019,VW ID.4
REQ-32F2BC07,EV-038,EMP-038,2024-03-12T12:17:00,2024-03-12T21:00:00,52,0.46,20.9,22,AC,standard,high_demand,2024-03-12T08:09:56.387393,Renault Zoe
REQ-3B7BF1B8,EV-016,EMP-016,2024-03-12T09:06:00,2024-03-12T13:17:34.057649,75,0.11,37.9,50,DC,standard,high_demand,2024-03-11T21:30:57.475698,Tesla Model 3
REQ-AD0072D2,EV-010,EMP-010,2024-03-12T09:59:00,2024-03-12T16:37:06.810105,40,0.37,23.2,22,AC,standard,high_demand,2024-03-12T08:31:57.436092,Nissan Leaf
REQ-8EFABB76,EV-013,EMP-013,2024-03-12T08:31:00,2024-03-12T12:12:26.427558,77,0.28,42.6,50,DC,standard,high_demand,2024-03-12T02:45:26.894567,VW ID.4
REQ-A72DBDE6,EV-037,EMP-037,2024-03-12T12:31:00,2024-03-12T18:08:22.606983,77,0.17,35.6,50,DC,priority,high_demand,2024-03-12T02:32:56.091749,VW ID.4
REQ-4D3D4E47,EV-021,EMP-021,2024-03-12T10:38:00,2024-03-12T12:26:43.484101,77,0.57,25.6,50,DC,priority,high_demand,2024-03-12T08:57:19.959430,VW ID.4
REQ-0C7689BD,EV-015,EMP-015,2024-03-12T14:30:00,2024-03-12T18:13:58.141248,77,0.75,14.0,50,DC,standard,high_demand,2024-03-12T04:36:27.436576,Kia EV6
REQ-29AAEE37,EV-059,EMP-059,2024-03-12T10:59:00,2024-03-12T18:18:02.054547,42,0.25,28.5,22,AC,standard,high_demand,2024-03-12T06:27:03.883178,BMW i3
REQ-ED0B8738,EV-064,EMP-064,2024-03-12T12:15:00,2024-03-12T14:59:41.503678,75,0.19,36.7,50,DC,standard,high_demand,2024-03-12T11:04:02.585687,Tesla Model 3
REQ-6812ECA4,EV-046,EMP-046,2024-03-12T09:33:00,2024-03-12T15:05:26.750743,52,0.31,30.6,22,AC,standard,high_demand,2024-03-12T05:58:31.997056,Renault Zoe
REQ-6BC4D3CF,EV-061,EMP-061,2024-03-12T14:58:00,2024-03-12T21:00:00,77,0.16,63.5,50,DC,emergency,high_demand,2024-03-12T03:54:02.975330,VW ID.4
REQ-B6EC8B73,EV-015,EMP-015,2024-03-12T17:36:00,2024-03-12T20:03:05.980553,77,0.66,16.4,50,DC,standard,high_demand,2024-03-12T07:34:20.853368,Kia EV6
REQ-A3739057,EV-069,EMP-069,2024-03-12T12:21:00,2024-03-12T17:31:15.385600,77,0.48,25.4,50,DC,standard,high_demand,2024-03-12T06:39:07.542686,VW ID.4
REQ-13049172,EV-072,EMP-072,2024-03-12T12:45:00,2024-03-12T14:56:53.559169,75,0.44,26.8,50,DC,priority,high_demand,2024-03-12T08:00:20.453393,Tesla Model 3
REQ-FBBC3A6F,EV-067,EMP-067,2024-03-12T15:58:00,2024-03-12T17:29:06.773299,42,0.6,14.6,22,AC,standard,high_demand,2024-03-12T10:11:40.200773,BMW i3
REQ-560DBF84,EV-042,EMP-042,2024-03-12T11:42:00,2024-03-12T13:40:29.928524,40,0.45,13.4,22,AC,standard,high_demand,2024-03-12T08:45:49.349291,Nissan Leaf
REQ-32CF2FEB,EV-007,EMP-007,2024-03-12T08:39:00,2024-03-12T12:40:59.389190,77,0.48,31.4,50,DC,priority,high_demand,2024-03-12T04:11:49.179709,Kia EV6
