timestamp,solar_generation_kw,campus_load_kw,battery_soc_kwh,battery_charging_kw,battery_discharging_kw,grid_import_kw,ev_charging_load_kw,scenario
2024-03-14T07:45:00,12.31,7.41,30.04,0.14,0.0,0.0,4.76,grid_constraint
2024-03-14T08:00:00,15.57,33.34,30.0,0.0,0.14,10.0,32.29,grid_constraint
2024-03-14T08:15:00,18.61,27.78,30.0,0.0,0,10.0,47.94,grid_constraint
2024-03-14T08:30:00,21.97,31.02,30.0,0.0,0,10.0,14.74,grid_constraint
2024-03-14T08:45:00,22.47,32.23,30.0,0.0,0,10.0,22.7,grid_constraint
2024-03-14T09:00:00,29.68,34.48,30.0,0.0,0,10.0,45.19,grid_constraint
2024-03-14T09:15:00,37.54,36.08,30.0,0.0,0,10.0,39.08,grid_constraint
2024-03-14T09:30:00,38.42,32.33,30.0,0.0,0,10.0,40.62,grid_constraint
2024-03-14T09:45:00,49.31,35.34,30.0,0.0,0,10.0,45.21,grid_constraint
2024-03-14T10:00:00,48.56,35.83,30.0,0.0,0,10.0,26.56,grid_constraint
2024-03-14T10:15:00,53.89,36.21,30.0,0.0,0,8.77,26.45,grid_constraint
2024-03-14T10:30:00,56.43,35.98,30.0,0.0,0,7.27,27.72,grid_constraint
2024-03-14T10:45:00,62.51,36.52,30.0,0.0,0,10.0,47.35,grid_constraint
2024-03-14T11:00:00,64.44,38.3,30.0,0.0,0,10.0,45.77,grid_constraint
2024-03-14T11:15:00,69.7,41.53,30.0,0.0,0,10.0,47.33,grid_constraint
2024-03-14T11:30:00,64.06,41.09,30.5,2.02,0.0,0.0,20.95,grid_constraint
2024-03-14T11:45:00,81.24,35.09,31.75,4.99,0.0,0.0,41.16,grid_constraint
2024-03-14T12:00:00,77.07,38.77,37.76,24.03,0.0,0.0,14.27,grid_constraint
2024-03-14T12:15:00,74.0,38.17,42.37,18.44,0.0,0.0,17.39,grid_constraint
2024-03-14T12:30:00,75.56,43.38,40.29,0.0,8.32,0,40.5,grid_constraint
2024-03-14T12:45:00,83.33,42.51,41.88,6.34,0.0,0.0,34.48,grid_constraint
2024-03-14T13:00:00,81.25,37.74,47.59,22.84,0.0,0.0,20.67,grid_constraint
2024-03-14T13:15:00,74.47,40.95,47.8,0.84,0.0,0.0,32.68,grid_constraint
2024-03-14T13:30:00,69.34,41.3,50.0,8.8,0.0,0.0,19.24,grid_constraint
2024-03-14T13:45:00,69.75,38.97,52.87,11.49,0.0,0.0,19.29,grid_constraint
2024-03-14T14:00:00,69.2,40.4,50.69,0.0,8.7,0,37.5,grid_constraint
2024-03-14T14:15:00,61.49,41.56,49.58,0.0,4.44,0,24.37,grid_constraint
2024-03-14T14:30:00,54.95,40.14,43.9,0.0,22.72,0,37.53,grid_constraint
2024-03-14T14:45:00,54.94,37.91,40.9,0.0,12.03,0,29.06,grid_constraint
2024-03-14T15:00:00,49.31,35.59,36.8,0.0,16.37,0,30.09,grid_constraint
2024-03-14T15:15:00,45.7,37.23,30.37,0.0,25.72,0,34.19,grid_constraint
2024-03-14T15:30:00,37.92,39.17,30.0,0.0,1.49,10.0,38.48,grid_constraint
2024-03-14T15:45:00,33.15,33.68,30.0,0.0,0,10.0,24.96,grid_constraint
2024-03-14T16:00:00,27.69,37.09,30.0,0.0,0,10.0,44.09,grid_constraint
2024-03-14T16:15:00,24.31,38.73,30.0,0.0,0,10.0,29.66,grid_constraint
2024-03-14T16:30:00,19.93,37.93,30.0,0.0,0,10.0,15.5,grid_constraint
2024-03-14T16:45:00,19.06,33.63,30.0,0.0,0,10.0,17.73,grid_constraint
2024-03-14T17:00:00,15.4,33.89,30.0,0.0,0,10.0,11.29,grid_constraint
2024-03-14T17:15:00,13.13,34.54,30.0,0.0,0,10.0,40.58,grid_constraint
2024-03-14T17:30:00,10.89,31.86,30.0,0.0,0,10.0,10.6,grid_constraint
2024-03-14T17:45:00,8.66,30.67,30.0,0.0,0,10.0,20.79,grid_constraint
2024-03-14T18:00:00,7.22,16.58,30.0,0.0,0,6.2,6.2,grid_constraint
2024-03-14T18:15:00,5.3,21.49,30.0,0.0,0,10.0,11.14,grid_constraint
2024-03-14T18:30:00,4.53,19.63,30.0,0.0,0,10.0,14.82,grid_constraint
2024-03-14T18:45:00,3.52,20.7,30.0,0.0,0,10.0,11.37,grid_constraint
2024-03-14T19:00:00,2.65,18.44,30.0,0.0,0,0.99,0.99,grid_constraint
2024-03-14T19:15:00,0.02,18.04,30.0,0.0,0,10.0,13.91,grid_constraint
2024-03-14T19:30:00,0.04,16.59,30.0,0.0,0,10.0,14.78,grid_constraint
2024-03-14T19:45:00,0.1,20.95,30.0,0.0,0,10.0,13.01,grid_constraint
2024-03-14T20:00:00,0.03,21.97,30.0,0.0,0,7.35,7.35,grid_constraint
2024-03-14T20:15:00,0.17,22.03,30.0,0.0,0,4.87,4.87,grid_constraint
2024-03-14T20:30:00,0,17.44,30.0,0.0,0,6.86,6.86,grid_constraint
2024-03-14T20:45:00,0,20.05,30.0,0.0,0,3.7,3.7,grid_constraint
2024-03-14T21:00:00,0.05,18.55,30.0,0.0,0,6.07,6.07,grid_constraint
2024-03-14T21:15:00,0.02,18.49,30.0,0.0,0,0.63,0.63,grid_constraint
2024-03-14T21:30:00,0,17.19,30.0,0.0,0,10.0,11.03,grid_constraint
2024-03-14T21:45:00,0,17.3,30.0,0.0,0,5.71,5.71,grid_constraint
2024-03-14T22:00:00,0,12.11,30.0,0.0,0,4.69,4.69,grid_constraint
2024-03-14T22:15:00,0,15.26,30.0,0.0,0,9.17,9.17,grid_constraint
2024-03-14T22:30:00,0.05,10.37,30.0,0.0,0,10.0,11.14,grid_constraint
2024-03-14T22:45:00,0,11.4,30.0,0.0,0,8.91,8.91,grid_constraint
2024-03-14T23:00:00,0,10.24,30.0,0.0,0,7.88,7.88,grid_constraint
2024-03-14T23:15:00,0.26,9.81,30.0,0.0,0,10.0,13.14,grid_constraint
2024-03-14T23:30:00,0.11,8.59,30.0,0.0,0,10.0,11.8,grid_constraint
2024-03-14T23:45:00,0,13.54,30.0,0.0,0,7.81,7.81,grid_constraint
2024-03-15T00:00:00,0,13.62,73.85,0.0,4.61,0,4.61,tight_departure
2024-03-15T00:15:00,0.07,8.88,70.87,0.0,11.91,0,11.91,tight_departure
2024-03-15T00:30:00,0.06,11.95,69.16,0.0,6.84,0,6.84,tight_departure
2024-03-15T00:45:00,0.06,6.86,68.52,0.0,2.56,0,2.56,tight_departure
2024-03-15T01:00:00,0,9.5,66.3,0.0,8.87,0,8.87,tight_departure
2024-03-15T01:15:00,0,11.24,63.23,0.0,12.27,0,12.27,tight_departure
2024-03-15T01:30:00,0.02,7.33,62.84,0.0,1.59,0,1.59,tight_departure
2024-03-15T01:45:00,0.04,11.22,60.97,0.0,7.46,0,7.46,tight_departure
2024-03-15T02:00:00,0.06,12.16,57.97,0.0,11.99,0,11.99,tight_departure
2024-03-15T02:15:00,0.08,10.92,57.15,0.0,3.31,0,3.31,tight_departure
2024-03-15T02:30:00,0,6.68,54.13,0.0,12.07,0,12.07,tight_departure
2024-03-15T02:45:00,0.04,10.42,52.53,0.0,6.39,0,6.39,tight_departure
2024-03-15T03:00:00,0.03,7.45,49.49,0.0,12.17,0,12.17,tight_departure
2024-03-15T03:15:00,0,12.11,45.81,0.0,14.73,0,14.73,tight_departure
2024-03-15T03:30:00,0,11.36,43.26,0.0,10.18,0,10.18,tight_departure
2024-03-15T03:45:00,0.0,10.06,42.05,0.0,4.86,0,4.86,tight_departure
2024-03-15T04:00:00,0.09,8.97,38.39,0.0,14.64,0,14.64,tight_departure
2024-03-15T04:15:00,0.01,9.08,36.23,0.0,8.64,0,8.64,tight_departure
2024-03-15T04:30:00,0,9.38,35.71,0.0,2.06,0,2.06,tight_departure
2024-03-15T04:45:00,0.02,9.04,32.57,0.0,12.55,0,12.55,tight_departure
2024-03-15T05:00:00,0.13,8.21,30.0,0.0,10.3,1.6,11.9,tight_departure
2024-03-15T05:15:00,0,9.12,30.0,0.0,0,11.46,11.46,tight_departure
2024-03-15T05:30:00,0.14,10.39,30.0,0.0,0,8.9,8.9,tight_departure
2024-03-15T05:45:00,0.1,7.03,30.0,0.0,0,5.03,5.03,tight_departure
2024-03-15T06:00:00,2.76,11.78,30.0,0.0,0,1.81,1.81,tight_departure
2024-03-15T06:15:00,3.53,12.13,30.0,0.0,0,2.12,2.12,tight_departure
2024-03-15T06:30:00,4.37,12.82,30.0,0.0,0,6.23,6.23,tight_departure
2024-03-15T06:45:00,6.33,9.27,30.0,0.0,0,10.44,10.44,tight_departure
2024-03-15T07:00:00,6.96,12.91,30.0,0.0,0,8.3,8.3,tight_departure
2024-03-15T07:15:00,9.52,8.95,30.0,0.0,0,6.01,6.58,tight_departure
2024-03-15T07:30:00,10.6,9.44,30.0,0.0,0,12.73,13.89,tight_departure
2024-03-15T07:45:00,12.27,8.16,30.88,3.5,0.0,0.0,0.61,tight_departure
2024-03-15T08:00:00,15.04,28.46,30.0,0.0,3.5,10.5,14.0,tight_departure
2024-03-15T08:15:00,18.83,31.25,30.0,0.0,0,43.89,43.89,tight_departure
2024-03-15T08:30:00,23.97,29.57,30.0,0.0,0,34.5,34.5,tight_departure
2024-03-15T08:45:00,27.25,31.91,30.0,0.0,0,41.11,41.11,tight_departure
2024-03-15T09:00:00,29.95,34.44,30.0,0.0,0,10.63,10.63,tight_departure
2024-03-15T09:15:00,32.44,34.59,30.0,0.0,0,29.48,29.48,tight_departure
2024-03-15T09:30:00,39.26,35.52,30.0,0.0,0,6.51,10.25,tight_departure
2024-03-15T09:45:00,44.32,40.14,30.0,0.0,0,13.0,17.18,tight_departure
2024-03-15T10:00:00,46.98,34.82,30.0,0.0,0,1.41,13.57,tight_departure
2024-03-15T10:15:00,51.7,35.38,30.0,0.0,0,19.75,36.07,tight_departure
2024-03-15T10:30:00,56.24,39.45,30.0,0.0,0,28.69,45.48,tight_departure
2024-03-15T10:45:00,67.06,36.46,30.99,3.95,0.0,0.0,26.65,tight_departure
2024-03-15T11:00:00,64.04,39.03,30.0,0.0,3.95,13.34,42.3,tight_departure
2024-03-15T11:15:00,68.65,39.79,30.0,0.0,0,12.04,40.9,tight_departure
2024-03-15T11:30:00,74.6,35.88,30.26,1.03,0.0,0.0,37.69,tight_departure
2024-03-15T11:45:00,82.4,42.83,35.59,21.32,0.0,0.0,18.25,tight_departure
2024-03-15T12:00:00,76.01,38.74,36.01,1.68,0.0,0.0,35.59,tight_departure
2024-03-15T12:15:00,80.74,40.39,38.37,9.43,0.0,0.0,30.92,tight_departure
2024-03-15T12:30:00,82.63,43.9,41.43,12.25,0.0,0.0,26.48,tight_departure
2024-03-15T12:45:00,78.9,38.37,39.68,0.0,6.99,0,47.52,tight_departure
2024-03-15T13:00:00,73.01,38.54,39.69,0.05,0.0,0.0,34.42,tight_departure
2024-03-15T13:15:00,76.35,43.56,45.02,21.29,0.0,0.0,11.5,tight_departure
2024-03-15T13:30:00,71.94,40.32,48.62,14.42,0.0,0.0,17.2,tight_departure
2024-03-15T13:45:00,70.54,42.1,48.23,0.0,1.56,0,30.0,tight_departure
2024-03-15T14:00:00,75.26,38.45,45.43,0.0,11.2,0,48.01,tight_departure
2024-03-15T14:15:00,61.08,41.33,41.6,0.0,15.34,0,35.09,tight_departure
2024-03-15T14:30:00,60.07,42.6,35.64,0.0,23.83,0,41.3,tight_departure
2024-03-15T14:45:00,54.92,37.81,33.94,0.0,6.8,0,23.91,tight_departure
2024-03-15T15:00:00,49.96,40.31,33.8,0.0,0.53,0,10.18,tight_departure
2024-03-15T15:15:00,45.48,38.62,30.66,0.0,12.57,0,19.43,tight_departure
2024-03-15T15:30:00,41.02,39.41,30.0,0.0,2.65,10.44,14.7,tight_departure
2024-03-15T15:45:00,36.74,37.79,30.0,0.0,0,31.21,31.21,tight_departure
2024-03-15T16:00:00,29.77,36.17,30.0,0.0,0,13.83,13.83,tight_departure
2024-03-15T16:15:00,27.54,33.59,30.0,0.0,0,24.48,24.48,tight_departure
2024-03-15T16:30:00,22.65,33.75,30.0,0.0,0,40.45,40.45,tight_departure
2024-03-15T16:45:00,18.89,36.38,30.0,0.0,0,31.59,31.59,tight_departure
2024-03-15T17:00:00,15.98,33.18,30.0,0.0,0,18.77,18.77,tight_departure
2024-03-15T17:15:00,12.26,33.83,30.0,0.0,0,40.81,40.81,tight_departure
2024-03-15T17:30:00,11.18,35.89,30.0,0.0,0,36.37,36.37,tight_departure
2024-03-15T17:45:00,8.68,31.22,30.0,0.0,0,21.06,21.06,tight_departure
2024-03-15T18:00:00,7.2,23.15,30.0,0.0,0,2.91,2.91,tight_departure
2024-03-15T18:15:00,5.65,20.56,30.0,0.0,0,11.95,11.95,tight_departure
2024-03-15T18:30:00,4.63,20.37,30.0,0.0,0,10.28,10.28,tight_departure
2024-03-15T18:45:00,3.44,20.39,30.0,0.0,0,14.53,14.53,tight_departure
2024-03-15T19:00:00,2.87,17.95,30.0,0.0,0,7.12,7.12,tight_departure
2024-03-15T19:15:00,0.01,18.6,30.0,0.0,0,2.64,2.64,tight_departure
2024-03-15T19:30:00,0.12,16.95,30.0,0.0,0,10.05,10.05,tight_departure
2024-03-15T19:45:00,0,20.75,30.0,0.0,0,0.65,0.65,tight_departure
2024-03-15T20:00:00,0.16,19.87,30.0,0.0,0,9.67,9.67,tight_departure
2024-03-15T20:15:00,0,23.76,30.0,0.0,0,4.28,4.28,tight_departure
2024-03-15T20:30:00,0,15.6,30.0,0.0,0,6.52,6.52,tight_departure
2024-03-15T20:45:00,0.04,19.0,30.0,0.0,0,5.01,5.01,tight_departure
2024-03-15T21:00:00,0,21.42,30.0,0.0,0,12.08,12.08,tight_departure
2024-03-15T21:15:00,0.02,18.87,30.0,0.0,0,11.38,11.38,tight_departure
2024-03-15T21:30:00,0,21.74,30.0,0.0,0,0.65,0.65,tight_departure
2024-03-15T21:45:00,0.07,19.8,30.0,0.0,0,11.11,11.11,tight_departure
2024-03-15T22:00:00,0.18,7.86,30.0,0.0,0,13.87,13.87,tight_departure
2024-03-15T22:15:00,0,8.62,30.0,0.0,0,2.64,2.64,tight_departure
2024-03-15T22:30:00,0,10.49,30.0,0.0,0,11.78,11.78,tight_departure
2024-03-15T22:45:00,0,10.7,30.0,0.0,0,7.28,7.28,tight_departure
2024-03-15T23:00:00,0,12.89,30.0,0.0,0,1.74,1.74,tight_departure
2024-03-15T23:15:00,0,12.23,30.0,0.0,0,13.43,13.43,tight_departure
2024-03-15T23:30:00,0.03,10.91,30.0,0.0,0,10.82,10.82,tight_departure
2024-03-15T23:45:00,0.06,10.9,30.0,0.0,0,8.89,8.89,tight_departure
2024-03-11T00:00:00,0.06,12.66,32.0,0.0,9.42,0,9.42,battery_low
2024-03-11T00:15:00,0.02,11.42,32.0,0.0,4.71,0,4.71,battery_low
2024-03-11T00:30:00,0,12.88,32.0,0.0,1.23,0,1.23,battery_low
2024-03-11T00:45:00,0,13.6,32.0,0.0,2.37,0,2.37,battery_low
2024-03-11T01:00:00,0,7.14,32.0,0.0,7.75,0,7.75,battery_low
2024-03-11T01:15:00,0.01,8.64,32.0,0.0,8.0,6.54,14.54,battery_low
2024-03-11T01:30:00,0.08,8.69,32.0,0.0,8.0,4.46,12.46,battery_low
2024-03-11T01:45:00,0,6.22,32.0,0.0,8.0,3.45,11.45,battery_low
2024-03-11T02:00:00,0,5.15,32.0,0.0,8.0,4.7,12.7,battery_low
2024-03-11T02:15:00,0,11.52,32.0,0.0,8.0,2.29,10.29,battery_low
2024-03-11T02:30:00,0.08,10.85,32.0,0.0,8.0,3.89,11.89,battery_low
2024-03-11T02:45:00,0,9.9,32.0,0.0,4.79,0,4.79,battery_low
2024-03-11T03:00:00,0,7.68,32.0,0.0,7.18,0,7.18,battery_low
2024-03-11T03:15:00,0.15,11.75,32.0,0.0,8.0,3.03,11.03,battery_low
2024-03-11T03:30:00,0,10.05,32.0,0.0,3.91,0,3.91,battery_low
2024-03-11T03:45:00,0.02,5.92,32.0,0.0,8.0,2.31,10.31,battery_low
2024-03-11T04:00:00,0,8.64,32.0,0.0,8.0,4.4,12.4,battery_low
2024-03-11T04:15:00,0,9.44,32.0,0.0,8.0,3.99,11.99,battery_low
2024-03-11T04:30:00,0.18,11.28,32.0,0.0,2.98,0,2.98,battery_low
2024-03-11T04:45:00,0,11.15,32.0,0.0,6.22,0,6.22,battery_low
2024-03-11T05:00:00,0.14,11.85,32.0,0.0,2.73,0,2.73,battery_low
2024-03-11T05:15:00,0.01,8.71,32.0,0.0,8.0,5.15,13.15,battery_low
2024-03-11T05:30:00,0.07,10.79,32.0,0.0,8.0,6.17,14.17,battery_low
2024-03-11T05:45:00,0.09,11.27,32.0,0.0,8.0,5.27,13.27,battery_low
2024-03-11T06:00:00,2.87,8.93,32.0,0.0,3.37,0,3.37,battery_low
2024-03-11T06:15:00,3.75,10.4,32.0,0.0,8.0,6.22,14.22,battery_low
2024-03-11T06:30:00,4.96,8.62,32.0,0.0,8.0,5.85,13.85,battery_low
2024-03-11T06:45:00,6.17,10.4,32.0,0.0,8.0,1.71,9.71,battery_low
2024-03-11T07:00:00,6.88,9.03,32.0,0.0,8.0,1.4,9.4,battery_low
2024-03-11T07:15:00,8.68,10.85,32.0,0.0,8.0,5.6,13.6,battery_low
2024-03-11T07:30:00,11.11,8.85,32.0,0.0,8.0,4.35,14.61,battery_low
2024-03-11T07:45:00,13.14,14.28,32.0,0.0,2.97,0,2.97,battery_low
2024-03-11T08:00:00,17.2,30.87,32.0,0.0,8.0,30.05,38.05,battery_low
2024-03-11T08:15:00,18.9,31.02,32.0,0.0,8.0,8.75,16.75,battery_low
2024-03-11T08:30:00,22.93,29.52,32.0,0.0,8.0,18.04,26.04,battery_low
2024-03-11T08:45:00,25.64,29.0,32.0,0.0,8.0,19.16,27.16,battery_low
2024-03-11T09:00:00,30.62,34.38,32.0,0.0,8.0,12.41,20.41,battery_low
2024-03-11T09:15:00,33.53,36.97,32.0,0.0,8.0,5.56,13.56,battery_low
2024-03-11T09:30:00,36.55,31.61,32.0,0.0,8.0,11.78,24.72,battery_low
2024-03-11T09:45:00,44.18,37.32,32.0,0.0,8.0,33.03,47.89,battery_low
2024-03-11T10:00:00,52.61,34.96,32.0,2.96,0.0,0.0,14.69,battery_low
2024-03-11T10:15:00,56.24,36.42,32.0,0.0,8.0,10.92,38.74,battery_low
2024-03-11T10:30:00,57.59,38.84,32.0,0.0,8.0,0.66,27.41,battery_low
2024-03-11T10:45:00,64.66,34.45,32.0,0.0,8.0,8.59,46.8,battery_low
2024-03-11T11:00:00,71.75,40.85,32.0,2.75,0.0,0.0,28.15,battery_low
2024-03-11T11:15:00,68.39,39.32,32.0,0.0,7.87,0,36.94,battery_low
2024-03-11T11:30:00,75.67,39.43,32.0,21.5,0.0,0.0,14.74,battery_low
2024-03-11T11:45:00,74.38,37.9,32.0,0.0,2.06,0,38.54,battery_low
2024-03-11T12:00:00,78.32,41.86,32.0,18.84,0.0,0.0,17.62,battery_low
2024-03-11T12:15:00,81.76,38.98,32.0,0.0,1.7,0,44.48,battery_low
2024-03-11T12:30:00,83.09,34.18,32.0,7.63,0.0,0.0,41.28,battery_low
2024-03-11T12:45:00,84.17,36.49,32.0,26.16,0.0,0.0,21.52,battery_low
2024-03-11T13:00:00,76.99,37.76,32.0,9.46,0.0,0.0,29.77,battery_low
2024-03-11T13:15:00,71.53,42.29,32.0,14.03,0.0,0.0,15.21,battery_low
2024-03-11T13:30:00,72.12,40.57,32.0,0.0,8.0,4.7,44.25,battery_low
2024-03-11T13:45:00,70.43,40.68,32.0,0.0,4.25,0,34.0,battery_low
2024-03-11T14:00:00,67.08,36.94,32.0,0.0,8.0,11.67,49.81,battery_low
2024-03-11T14:15:00,65.74,38.25,32.0,6.17,0.0,0.0,21.32,battery_low
2024-03-11T14:30:00,53.57,38.05,32.0,0.0,8.0,13.57,37.09,battery_low
2024-03-11T14:45:00,57.36,40.23,32.0,0.0,8.0,1.6,26.73,battery_low
2024-03-11T15:00:00,47.68,37.39,32.0,0.0,8.0,8.05,26.34,battery_low
2024-03-11T15:15:00,42.98,41.76,32.0,0.0,8.0,6.62,15.84,battery_low
2024-03-11T15:30:00,39.68,37.93,32.0,0.0,8.0,11.86,21.61,battery_low
2024-03-11T15:45:00,36.13,36.97,32.0,0.0,8.0,12.47,20.47,battery_low
2024-03-11T16:00:00,29.64,35.49,32.0,0.0,8.0,26.71,34.71,battery_low
2024-03-11T16:15:00,25.88,35.15,32.0,0.0,8.0,38.29,46.29,battery_low
2024-03-11T16:30:00,23.05,34.64,32.0,0.0,8.0,16.79,24.79,battery_low
2024-03-11T16:45:00,19.55,33.67,32.0,0.0,8.0,29.37,37.37,battery_low
2024-03-11T17:00:00,15.89,29.09,32.0,0.0,8.0,20.33,28.33,battery_low
2024-03-11T17:15:00,13.76,33.03,32.0,0.0,8.0,2.41,10.41,battery_low
2024-03-11T17:30:00,11.37,25.77,32.0,0.0,8.0,7.33,15.33,battery_low
2024-03-11T17:45:00,9.74,30.51,32.0,0.0,8.0,14.93,22.93,battery_low
2024-03-11T18:00:00,7.51,17.92,32.0,0.0,8.0,2.4,10.4,battery_low
2024-03-11T18:15:00,5.85,17.89,32.0,0.0,8.0,2.3,10.3,battery_low
2024-03-11T18:30:00,4.35,23.83,32.0,0.0,8.0,2.7,10.7,battery_low
2024-03-11T18:45:00,3.48,20.43,32.0,0.0,8.0,2.63,10.63,battery_low
2024-03-11T19:00:00,2.84,20.99,32.0,0.0,8.0,3.04,11.04,battery_low
2024-03-11T19:15:00,0.02,20.73,32.0,0.0,3.84,0,3.84,battery_low
2024-03-11T19:30:00,0.24,19.88,32.0,0.0,1.43,0,1.43,battery_low
2024-03-11T19:45:00,0.02,22.1,32.0,0.0,0.88,0,0.88,battery_low
2024-03-11T20:00:00,0.11,22.37,32.0,0.0,4.99,0,4.99,battery_low
2024-03-11T20:15:00,0.06,17.71,32.0,0.0,3.52,0,3.52,battery_low
2024-03-11T20:30:00,0.16,17.71,32.0,0.0,8.0,5.62,13.62,battery_low
2024-03-11T20:45:00,0.03,18.49,32.0,0.0,8.0,6.95,14.95,battery_low
2024-03-11T21:00:00,0,20.66,32.0,0.0,8.0,6.09,14.09,battery_low
2024-03-11T21:15:00,0.03,20.84,32.0,0.0,8.0,6.51,14.51,battery_low
2024-03-11T21:30:00,0.16,20.91,32.0,0.0,8.0,0.97,8.97,battery_low
2024-03-11T21:45:00,0,21.93,32.0,0.0,8.0,3.22,11.22,battery_low
2024-03-11T22:00:00,0.12,7.54,32.0,0.0,0.68,0,0.68,battery_low
2024-03-11T22:15:00,0.06,11.4,32.0,0.0,3.8,0,3.8,battery_low
2024-03-11T22:30:00,0,12.75,32.0,0.0,8.0,1.29,9.29,battery_low
2024-03-11T22:45:00,0,10.25,32.0,0.0,4.54,0,4.54,battery_low
2024-03-11T23:00:00,0,10.03,32.0,0.0,5.92,0,5.92,battery_low
2024-03-11T23:15:00,0,7.12,32.0,0.0,5.56,0,5.56,battery_low
2024-03-11T23:30:00,0.16,8.31,32.0,0.0,8.0,6.52,14.52,battery_low
2024-03-11T23:45:00,0,5.69,32.0,0.0,8.0,0.39,8.39,battery_low
2024-03-12T00:00:00,0,7.35,73.56,0.0,5.76,0,5.76,charger_failure
2024-03-12T00:15:00,0.16,12.02,70.58,0.0,11.93,0,11.93,charger_failure
2024-03-12T00:30:00,0,14.5,67.28,0.0,13.2,0,13.2,charger_failure
2024-03-12T00:45:00,0.1,9.35,64.95,0.0,9.29,0,9.29,charger_failure
2024-03-12T01:00:00,0,14.58,63.68,0.0,5.09,0,5.09,charger_failure
2024-03-12T01:15:00,0,6.71,60.17,0.0,14.06,0,14.06,charger_failure
2024-03-12T01:30:00,0.1,14.88,57.23,0.0,11.74,0,11.74,charger_failure
2024-03-12T01:45:00,0.14,11.13,55.53,0.0,6.81,0,6.81,charger_failure
2024-03-12T02:00:00,0.06,11.71,54.3,0.0,4.92,0,4.92,charger_failure
2024-03-12T02:15:00,0.08,10.56,53.58,0.0,2.89,0,2.89,charger_failure
2024-03-12T02:30:00,0.01,9.87,53.19,0.0,1.54,0,1.54,charger_failure
2024-03-12T02:45:00,0,9.44,50.96,0.0,8.93,0,8.93,charger_failure
2024-03-12T03:00:00,0,9.8,50.71,0.0,1.01,0,1.01,charger_failure
2024-03-12T03:15:00,0,7.79,47.75,0.0,11.84,0,11.84,charger_failure
2024-03-12T03:30:00,0.02,12.78,47.02,0.0,2.9,0,2.9,charger_failure
2024-03-12T03:45:00,0.09,6.86,44.87,0.0,8.6,0,8.6,charger_failure
2024-03-12T04:00:00,0,11.88,42.48,0.0,9.56,0,9.56,charger_failure
2024-03-12T04:15:00,0,9.55,41.52,0.0,3.84,0,3.84,charger_failure
2024-03-12T04:30:00,0.06,8.06,39.94,0.0,6.32,0,6.32,charger_failure
2024-03-12T04:45:00,0.01,7.33,37.23,0.0,10.87,0,10.87,charger_failure
2024-03-12T05:00:00,0,10.64,35.56,0.0,6.67,0,6.67,charger_failure
2024-03-12T05:15:00,0,10.88,34.65,0.0,3.65,0,3.65,charger_failure
2024-03-12T05:30:00,0,11.1,31.66,0.0,11.96,0,11.96,charger_failure
2024-03-12T05:45:00,0.02,12.73,31.43,0.0,0.91,0,0.91,charger_failure
2024-03-12T06:00:00,2.74,9.14,30.26,0.0,4.68,0,4.68,charger_failure
2024-03-12T06:15:00,3.54,11.09,30.0,0.0,1.03,5.51,6.54,charger_failure
2024-03-12T06:30:00,4.5,10.08,30.0,0.0,0,14.4,14.4,charger_failure
2024-03-12T06:45:00,5.48,8.67,30.0,0.0,0,11.32,11.32,charger_failure
2024-03-12T07:00:00,6.61,13.5,30.0,0.0,0,4.67,4.67,charger_failure
2024-03-12T07:15:00,8.27,8.61,30.0,0.0,0,13.28,13.28,charger_failure
2024-03-12T07:30:00,10.44,11.79,30.0,0.0,0,11.63,11.63,charger_failure
2024-03-12T07:45:00,12.96,12.5,30.0,0.0,0,1.75,2.21,charger_failure
2024-03-12T08:00:00,15.3,30.56,30.0,0.0,0,22.35,22.35,charger_failure
2024-03-12T08:15:00,18.07,35.07,30.0,0.0,0,23.72,23.72,charger_failure
2024-03-12T08:30:00,20.92,32.18,30.0,0.0,0,24.75,24.75,charger_failure
2024-03-12T08:45:00,26.8,33.16,30.0,0.0,0,10.32,10.32,charger_failure
2024-03-12T09:00:00,29.75,32.83,30.0,0.0,0,33.46,33.46,charger_failure
2024-03-12T09:15:00,34.44,33.53,30.0,0.0,0,36.22,37.13,charger_failure
2024-03-12T09:30:00,40.82,38.96,30.0,0.0,0,10.43,12.29,charger_failure
2024-03-12T09:45:00,42.47,32.49,30.0,0.0,0,20.3,30.28,charger_failure
2024-03-12T10:00:00,48.31,41.04,30.0,0.0,0,36.14,43.41,charger_failure
2024-03-12T10:15:00,51.21,39.77,30.0,0.0,0,32.91,44.35,charger_failure
2024-03-12T10:30:00,62.96,35.96,30.03,0.12,0.0,0.0,26.88,charger_failure
2024-03-12T10:45:00,64.4,40.86,31.46,5.72,0.0,0.0,17.82,charger_failure
2024-03-12T11:00:00,65.55,37.68,33.92,9.86,0.0,0.0,18.01,charger_failure
2024-03-12T11:15:00,68.55,36.5,30.35,0.0,14.29,0,46.34,charger_failure
2024-03-12T11:30:00,71.45,36.46,30.0,0.0,1.41,5.01,41.41,charger_failure
2024-03-12T11:45:00,76.61,37.7,33.81,15.25,0.0,0.0,23.66,charger_failure
2024-03-12T12:00:00,79.33,36.4,35.37,6.22,0.0,0.0,36.71,charger_failure
2024-03-12T12:15:00,80.92,41.39,35.8,1.74,0.0,0.0,37.79,charger_failure
2024-03-12T12:30:00,72.03,40.62,31.34,0.0,17.87,0,49.28,charger_failure
